"created_at","tweetid","text","retweet_count","favorite_count","in_reply_to_status_id","in_reply_to_screen_name","username","followers_count"
"2020-10-15 01:56:34",1316558554732531713,"Joe Biden must immediately release all emails, meetings, phone calls, transcripts, and records related to his invol… https://t.co/y5ZXNiUuER",7321,18921,"None","None","Donald J. Trump",87256412
"2020-10-15 01:54:45",1316558095628206080,"I was thrilled to be back in the American Heartland with thousands of loyal, hardworking IOWA Patriots! 20 days fro… https://t.co/NTbh9vowLc",3875,14285,"None","None","Donald J. Trump",87256412
"2020-10-15 01:52:44",1316557590894006272,"THANK YOU IOWA! #MAGA https://t.co/cD5CaGu1cr",3211,12884,"None","None","Donald J. Trump",87256412
"2020-10-14 23:06:06",1316515656360099841,"https://t.co/d7HGsJhj8Q",32012,69557,"None","None","Donald J. Trump",87256412
"2020-10-14 22:56:26",1316513223802187776,"https://t.co/fVcn4CO3SQ",12844,33163,"None","None","Donald J. Trump",87256412
"2020-10-14 22:09:16",1316501350658707456,"So terrible that Facebook and Twitter took down the story of “Smoking Gun” emails related to Sleepy Joe Biden and h… https://t.co/qEV2S1BZwC",51544,118300,"None","None","Donald J. Trump",87256412
"2020-10-14 20:28:48",1316476068337987590,"Just left the White House, on my way to the Great State of Iowa! https://t.co/fSphwlO7QI",16393,90639,"None","None","Donald J. Trump",87256412
"2020-10-14 17:12:35",1316426687584894976,"RT @HerschelWalker: GEORGIA, Let's go VOTE to keep our Freedoms for the best country in the world! 🇺🇸🇺🇸🇺🇸@potus  #MAGA2020 #Trump2020 #KAG2…",13520,0,"None","None","Donald J. Trump",87256412
"2020-10-14 14:55:48",1316392266181771264,"RT @realDonaldTrump: Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always protect…",44402,0,"None","None","Donald J. Trump",87256412
"2020-10-14 14:29:31",1316385654587170822,"Georgia, this is your chance to MAKE AMERICA GREAT AGAIN. We have been strong for our Military, Vets, 2nd Amendment, and ALL. VOTE NOW!",30625,153415,"None","None","Donald J. Trump",87256412
"2020-10-14 14:14:04",1316381765443952641,"Fight hard Republicans. They have been taking advantage of the system for years! https://t.co/vaToeGjrHG",17119,58561,"None","None","Donald J. Trump",87256412
"2020-10-14 12:52:34",1316361254630457344,"https://t.co/gsFSghkmdM",13813,59166,"None","None","Donald J. Trump",87256412
"2020-10-14 05:31:59",1316250377415790592,"RT @GaryCoby: YES! Watch... @GamebredFighter 

#MAGA #SuperBowl 

https://t.co/2bgAdkMFJv",14247,0,"None","None","Donald J. Trump",87256412
"2020-10-14 04:08:24",1316229344923201538,"Great night in Pennsylvania. Big and Enthusiastic Crowd. Will be back soon. VOTE!!!",26142,157605,"None","None","Donald J. Trump",87256412
"2020-10-14 03:47:57",1316224198688333827,"Vote for Trump. Save your 2nd Amendment! https://t.co/QYt5K7oYws",15379,66995,"None","None","Donald J. Trump",87256412
"2020-10-14 03:43:25",1316223056579301377,"Virginia, VOTE for President Trump and save your under siege 2nd Amendment. https://t.co/V0AGM7gLaL",12120,48562,"None","None","Donald J. Trump",87256412
"2020-10-14 03:38:27",1316221805133279232,"https://t.co/75J7mUX0Iy",19428,58281,"None","None","Donald J. Trump",87256412
"2020-10-14 03:32:13",1316220237642166272,"RT @McguireScotty: This is Lee Keltner. He is the victim of the Denver shooting. He made cowboy hats.

Denver has a DemocRat mayor

 Pray f…",9630,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:31:21",1316220018892378114,"RT @TaylerUSA: Yesterday in Denver a Conservative was executed by Matt Dolloff 

@DenverPolice claim he has no connections to ANTIFA, but t…",19846,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:31:12",1316219981999288320,"RT @stillgray: Extended sequence of events in Denver. The victim backed off. He never stood a chance. https://t.co/4HSSYQ1wrx",12570,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:27:00",1316218924480987141,"RT @BreitbartNews: Facebook has reportedly disabled the account of former U.S. Marine Corps Sergeant John “Tig” Tiegen, one of the men who…",17722,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:26:56",1316218908941180932,"RT @MrAndyNgo: Tonight the “indigenous” faction of antifa held a “day of rage” riot in Portland. They banned video recording as the crimina…",9688,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:24:49",1316218374804910086,"RT @VFL2013: Well... 🇺🇸👀🇺🇸👀🇺🇸👀",16538,0,"None","None","Donald J. Trump",87256412
"2020-10-14 03:08:26",1316214253527986178,"I will never let you down! #MAGA https://t.co/22qkatrJb2",24884,106050,"None","None","Donald J. Trump",87256412
"2020-10-14 02:37:50",1316206550957125638,"RT @Seitzer1: UFC’s @GamebredFighter gives one of the best “vote for Trump” speeches I’ve heard!
https://t.co/YstONQTYeF",48244,0,"None","None","Donald J. Trump",87256412
"2020-10-14 01:50:27",1316194625405751296,"https://t.co/wJN4zv0y8O",118467,588775,"None","None","Donald J. Trump",87256412
"2020-10-14 01:25:27",1316188335862247424,"For years you had a President who apologized for America – now you have a President who is standing up for America,… https://t.co/dsI4afed2J",21477,82358,"None","None","Donald J. Trump",87256412
"2020-10-14 01:23:51",1316187932961587200,"Proud citizens like you helped build this Country—and together, we are taking back our Country. We are returning po… https://t.co/8jrGyuAtu8",15629,60213,"None","None","Donald J. Trump",87256412
"2020-10-14 01:19:03",1316186724897157121,"This election is a simple choice: If Biden Wins, China Wins. When WE Win, YOU WIN, Pennsylvania WINS, and America W… https://t.co/mlDW1i3nSD",17640,70840,"None","None","Donald J. Trump",87256412
"2020-10-14 01:18:56",1316186695579004929,"One of the most important issues for Pennsylvania is the survival of your fracking industry. Joe Biden has repeated… https://t.co/Qm91hk8A7j",10992,42467,"None","None","Donald J. Trump",87256412
"2020-10-14 01:06:41",1316183611809300480,"Thank you Johnstown, Pennsylvania! https://t.co/mdHfNODJCT",15888,78201,"None","None","Donald J. Trump",87256412
"2020-10-14 01:00:00",1316181929440366592,"You mean only Democrats are allowed to do this? But haven’t the Dems been doing this for years? See you in court. F… https://t.co/qefNhVQcuh",15304,48571,"None","None","Donald J. Trump",87256412
"2020-10-13 23:24:32",1316157905914089472,"Watch @OANN, @newsmax, @cspan. Just arrived in Pennsylvania. Enjoy!",14993,78089,"None","None","Donald J. Trump",87256412
"2020-10-13 22:41:32",1316147082801995776,"Getting ready to land in Johnstown, Pennsylvania. Big crowd. See you soon!!!",18781,129541,"None","None","Donald J. Trump",87256412
"2020-10-13 22:40:13",1316146752685174784,"Totally Negative China Virus Reports. Hit it early and hard. Fake News is devastated. They are very bad (and sick!) people!",29432,149274,"None","None","Donald J. Trump",87256412
"2020-10-13 21:56:41",1316135799658876929,"....protecting people with Pre-existing conditions. He has done nothing on Healthcare, cost or otherwise, or virtua… https://t.co/Ro7skcAZ2b",15010,70551,"1316135797502996481","realDonaldTrump","Donald J. Trump",87256412
"2020-10-13 21:56:41",1316135797502996481,"How dare failed Presidential Candidate (1% and falling!) @CoryBooker make false charges and statements about me in… https://t.co/j7K15fsD6S",26310,106723,"None","None","Donald J. Trump",87256412
"2020-10-13 17:56:28",1316075346127663105,"Early voting is underway in the Great States of GEORGIA and TEXAS. Find out where to early vote by clicking below!… https://t.co/53K8ddxHuY",13801,55378,"None","None","Donald J. Trump",87256412
"2020-10-13 16:48:57",1316058353697726465,"Happy 245th Birthday to our GREAT @USNavy! #Navy245 https://t.co/EEGIwCh0wD",18003,75539,"None","None","Donald J. Trump",87256412
"2020-10-13 16:43:37",1316057013592481794,"Volunteer to be a Trump Election Poll Watcher. Sign up today! #MakeAmericaGreatAgain
https://t.co/3AnrRV7uSz",12325,41960,"None","None","Donald J. Trump",87256412
"2020-10-13 16:41:47",1316056550113456131,"Join me Friday (10/16) evening at 7:00pmE in Macon, Georgia at the Middle Georgia Regional Airport! #MAGA https://t.co/rZbqKTueVg",9675,34497,"None","None","Donald J. Trump",87256412
"2020-10-13 16:36:56",1316055329751339008,"Join me Friday (10/16) in Ocala, Florida at the Ocala International Airport at 4:00pmE! #MAGA https://t.co/ZVRMGBCE1c",9353,33868,"None","None","Donald J. Trump",87256412
"2020-10-13 16:34:21",1316054678870863878,"Join me on Thursday afternoon (1:00pmE) in Greenville, North Carolina at the Pitt-Greenville Airport! #MAGA https://t.co/owg9pSXWJz",8755,31703,"None","None","Donald J. Trump",87256412
"2020-10-13 16:30:57",1316053824193339403,"Join me tomorrow tonight (Wednesday) in Iowa, at the Des Moines International Airport! https://t.co/92lmaoNdTo",10261,38289,"None","None","Donald J. Trump",87256412
"2020-10-13 16:28:24",1316053182775275521,"Join me tonight at 7:00pmE in Johnstown, Pennsylvania at the John Murtha Johnstown-Cambria County Airport! #MAGA https://t.co/8o9QHHDn1h",10714,39208,"None","None","Donald J. Trump",87256412
"2020-10-13 15:05:31",1316032322811162624,"RT @gmoomaw: Virginia’s voter registration system reportedly having problems on the last day to register to vote, with early voting in full…",7159,0,"None","None","Donald J. Trump",87256412
"2020-10-13 15:04:33",1316032083219935236,"This is happening all over the U.S. Rigged Election??? https://t.co/MG0d9xUH1Z",20942,49638,"None","None","Donald J. Trump",87256412
"2020-10-13 15:01:57",1316031426618327040,"STIMULUS! Go big or go home!!!",46432,289211,"None","None","Donald J. Trump",87256412
"2020-10-13 13:43:45",1316011746973286400,"“The Radical Left is trying hard to undermine the Christopher Columbus legacy. A great Italian opened new chapter i… https://t.co/2tYWTLwg9I",25039,113288,"None","None","Donald J. Trump",87256412
"2020-10-13 12:11:00",1315988404694396929,"Actually, Tony’s pitching arm is far more accurate than his prognostications. “No problem, no masks”. WHO no longer… https://t.co/EaYTc85mQN",16715,55679,"None","None","Donald J. Trump",87256412
"2020-10-13 12:01:16",1315985954767802369,"We love the people of Lake Charles, Louisiana. You’ve been hit hard , and often, but your Federal Government is the… https://t.co/1UwqPzcTeS",13434,66855,"None","None","Donald J. Trump",87256412
"2020-10-13 11:50:47",1315983317620215808,"Republicans will be providing far better Healthcare than the Democrats, at a far lower cost...And will always prote… https://t.co/UWZfedLkWE",44402,199361,"None","None","Donald J. Trump",87256412
"2020-10-13 11:48:02",1315982627933949954,"GOP raises over 1 Billion Dollars through @WINRED since recent founding. November 3rd. The most important Election… https://t.co/rGr9TTokHd",17670,72994,"None","None","Donald J. Trump",87256412
"2020-10-13 11:44:14",1315981668784709632,"California hired a pure Sleepy Joe Democrat firm to count and “harvest” votes. No way Republicans get a fair shake.… https://t.co/1O4pYjcZvp",21164,69803,"None","None","Donald J. Trump",87256412
"2020-10-13 11:37:00",1315979849916461056,"Congratulations Dan. You, Breitbart and others have decimated the business at Drudge. It’s gone the way of the @NBA… https://t.co/VDzHtKfBV3",17891,67493,"None","None","Donald J. Trump",87256412
"2020-10-13 11:29:27",1315977949007486976,"RT @seanhannity: #HANNITY: Biden disrespects voters with court-packing dodge. Exclusive: @LawrenceBJones3 talks to Trump supporters in FL.…",6209,0,"None","None","Donald J. Trump",87256412
"2020-10-13 11:13:46",1315974004461768704,"RT @dbongino: It’s Tuesday, October 13th 2020, and Barack Obama was the most corrupt President in US history.
#Obamagate",26003,0,"None","None","Donald J. Trump",87256412
"2020-10-13 11:12:38",1315973719425200129,"RT @realDonaldTrump: https://t.co/OzYzLQ2FQp",20139,0,"None","None","Donald J. Trump",87256412
"2020-10-13 11:10:48",1315973257066151936,"Thank you Greg. You got their Hoax right from the beginning! https://t.co/3ql3nADDD9",17390,56727,"None","None","Donald J. Trump",87256412
"2020-10-13 11:00:58",1315970782577782784,"Thank you, so nice! https://t.co/7GlapStrEB",11974,51309,"None","None","Donald J. Trump",87256412
"2020-10-13 10:58:37",1315970190753042432,"RT @SenateGOP: Today's the day.

#ConfirmACB https://t.co/iNq26Kvona",6707,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:55:06",1315969306149224448,"RT @SenJoniErnst: Only 100 years ago, women in this country were given the right to vote. And today, we began considering adding another wo…",8809,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:54:48",1315969227459883009,"Always safe Katie! https://t.co/K5ALgSYUxJ",10017,50657,"None","None","Donald J. Trump",87256412
"2020-10-13 10:53:25",1315968880058261505,"RT @dailybriefing: With just weeks to go until election day, Judge Amy Coney Barrett made her case for serving on our nation’s highest cour…",5586,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:52:46",1315968719764566016,"RT @DanaPerino: What a pleasure to interview Jon Ponder!",4325,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:51:54",1315968499370668032,"Matt is great. Strong on Military, Vets and our great 2nd Amendment. Has my Complete and Total Endorsement!!! https://t.co/brrR1zOXay",7045,29150,"None","None","Donald J. Trump",87256412
"2020-10-13 10:47:55",1315967498186092544,"RT @stillgray: Dems keep claiming this doesn't happen.",10834,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:47:38",1315967427159773185,"RT @RyannMcEnany: My POTUS ❤️ @realDonaldTrump https://t.co/YQOMRt5bbO",49261,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:46:50",1315967223471566848,"Wow. Our future V.P. So cool! https://t.co/l7lp69ZsYl",21416,95425,"None","None","Donald J. Trump",87256412
"2020-10-13 10:44:50",1315966720780238848,"RT @TrumpWarRoom: “The white race is a superior race, and the Negro race is an inferior race,” said Democrat Senator James Eastland.

Joe B…",9574,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:42:03",1315966021258354689,"RT @thesamsorbo: Sen Ron Johnson just released his report on Biden’s corruption with China, Ukraine, and Russia. Fox doesn’t report about i…",8097,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:41:02",1315965765112209414,"RT @TheBabylonBee: California Mandates All Food Must Be Consumed Through IV To Ensure Masks Are Never Removed https://t.co/mwFBnW5gzY",9127,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:40:12",1315965557225783299,"RT @OzzmanOsgood: This may be a severe shock to Democrats if Express's poll is a harbinger of how the election will really go. We know left…",4415,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:37:27",1315964863018131461,"RT @tatobin2: This is the most devastatingly powerful ad against a political opponent that I've ever seen, and it's a TRUE MUST WATCH.  Rep…",5124,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:35:12",1315964296657096707,"RT @ACTBrigitte: VP @Mike_Pence had a GREAT night! @realDonaldTrump https://t.co/GYX9kkSsWv",4418,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:33:45",1315963932327149571,"RT @ACTBrigitte: A red wave is coming on November 3rd!",7101,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:32:33",1315963628047212545,"RT @ACTBrigitte: Who is worse? Chris Wallace or Donna Brazile?",4373,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:31:28",1315963358840057856,"No thanks! https://t.co/wEyrvoKWr1",11342,65925,"None","None","Donald J. Trump",87256412
"2020-10-13 10:30:43",1315963170150903808,"RT @SenatorDole: The Commission on Presidential Debates is supposedly bipartisan w/ an equal number of Rs and Ds. I know all of the Republi…",48704,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:30:22",1315963080887726080,"RT @ACTBrigitte: If a contractor took 47 years to build your construction project and it was still in need of repair, would you give them f…",4729,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:29:57",1315962975807852545,"Scam! He worked for Sleepy Joe, but never admitted this rather major fact! https://t.co/aLePpjDi0Y",7383,28240,"None","None","Donald J. Trump",87256412
"2020-10-13 10:27:39",1315962397509722113,"Thank you!!! https://t.co/1H2Fyp8xs8",6545,32523,"None","None","Donald J. Trump",87256412
"2020-10-13 10:26:48",1315962183457681409,"RT @ACTBrigitte: POLL: Which President (out of the four options) is the BEST?",5119,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:26:34",1315962124481556480,"RT @ACTBrigitte: Joe Biden said voters “don’t deserve” to know if he’ll pack the courts. 

Joe Biden doesn’t deserve to be President!",5078,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:26:15",1315962045385322496,"RT @ACTBrigitte: When President Trump was elected, America was in big trouble, our economy was stagnant and our military was depleted.

If…",4722,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:25:38",1315961891521470467,"Far too many. His own Chief of Staff said they had “no idea what they were doing”. https://t.co/hdRbR930fR",7343,29780,"None","None","Donald J. Trump",87256412
"2020-10-13 10:23:50",1315961438553411584,"RT @ACTBrigitte: The only way to prove the polls are fake, is to turn out and vote on Election Day like never before!!",6120,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:23:33",1315961365945880577,"RT @realDonaldTrump: https://t.co/HrEVCQtya1",38144,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:23:19",1315961307829600256,"RT @ACTBrigitte: Are you worried about voter fraud/integrity in the upcoming election?

What do you think is the biggest threat to it?",4584,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:22:27",1315961090304626690,"RT @TheLeoTerrell: Another lie by @SenKamalaHarris .  Thank God, I am a lawyer.  Constitution allows the nomination and approval of #AmyCom…",4494,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:20:13",1315960524883066880,"RT @TheLeoTerrell: Please listen to my Podcast: ""Your Vote is At Risk""  @ApplePodcasts @iTunes  https://t.co/ZfVvylWuhF",4013,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:19:54",1315960446378278915,"RT @TheLeoTerrell: BIDEN BLUFFS: Members of black Delaware church don’t recall Biden being ‘raised’ there https://t.co/BR0jn4wYaW",5264,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:19:24",1315960319219576834,"RT @CaesarDarias: Interesting comments and perspective from Leo Terrell. Almost 100 percent of everyone I know in New Jersey is equally con…",3093,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:18:50",1315960177514995713,"RT @TheLeoTerrell: Sir, I am Black.  I am a Proud American. I love America. I am voting for @realDonaldTrump . @FoxNews  @seanhannity",5410,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:18:42",1315960145877311489,"RT @TheLeoTerrell: Looks like @BlackLivesMatter and #Antifa are #Lakers Fans. Where is the police Democratic Mayor? @MayorOfLA",4513,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:18:16",1315960036452073473,"RT @TheLeoTerrell: I kept my word @realDonaldTrump WATCH: Longtime Democrat Leo Terrell Keeps His Word &amp; Officially Casts His Vote For Pres…",17818,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:18:03",1315959979053060097,"RT @TheLeoTerrell: I am more qualified to become Vice-President than @SenKamalaHarris .  She has no morals and will sell her soul for power…",5880,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:17:37",1315959870244491264,"RT @TheLeoTerrell: Drop this nonsense #Kayne and support @realDonaldTrump Stop playing head games and seeking attention. This election is r…",3507,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:16:41",1315959638970568705,"RT @realDonaldTrump: Almost nobody showed up to the Sleepy Joe Biden “Rally” in Ohio. The reporting and polls are a Media Con Job - Fake Ne…",25908,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:16:39",1315959626786054144,"RT @realDonaldTrump: So Biden is coughing and hacking and playing “fingers” with his mask, all over the place, and the Fake News doesn’t wa…",32838,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:12:30",1315958585264832512,"RT @ACTBrigitte: I hear leftists saying they are worried about a peaceful transition of power if Trump loses...

This coming from the peopl…",7823,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:12:18",1315958534014668807,"RT @ACTBrigitte: Every time you hear a Biden commercial telling you all of his 'great' ideas, ask yourself...

Why didn't he do it during h…",6915,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:06:43",1315957128604024832,"RT @ACTBrigitte: God Bless You, Mr. President!!

I will always stand for TRUTH and I will always stand with YOU!",5606,0,"None","None","Donald J. Trump",87256412
"2020-10-13 10:06:07",1315956979786043392,"Thank you! https://t.co/6MRdXZ74AQ",5147,24728,"None","None","Donald J. Trump",87256412
"2020-10-13 10:05:02",1315956703796625409,"He must create a list, like I did! Always considered most important Presidential decision. Voter’s entitled to know… https://t.co/XFNl2AYrru",8482,30913,"None","None","Donald J. Trump",87256412
"2020-10-13 09:59:48",1315955387162656768,"Mitt can’t be thrilled about this! Joe also said yesterday he’s running for the U.S. Senate (again) and totally for… https://t.co/irD2PK0uUf",8486,31002,"None","None","Donald J. Trump",87256412
"2020-10-13 04:28:57",1315872126327500800,"RT @marklevinshow: There Joe goes again
https://t.co/w8bQGNcMbz",9502,0,"None","None","Donald J. Trump",87256412
"2020-10-13 04:28:24",1315871989907755009,"RT @GreggJarrett: Florida Man Caught Requesting Ballot For Wife Who Died In 2018 https://t.co/bFwNOM4Etm",6358,0,"None","None","Donald J. Trump",87256412
"2020-10-13 04:27:55",1315871867899645955,"RT @GreggJarrett: World Health Organization Appeals To ‘All World Leaders: Stop Using Lockdown As Your Primary Control Method’ https://t.co…",10423,0,"None","None","Donald J. Trump",87256412
"2020-10-13 04:26:49",1315871590685564930,"....Much of the money we have spent is on our ground game, said to be the best ever put together. I’ll let you know… https://t.co/8v0qQOFmux",11893,60609,"1315871589129498625","realDonaldTrump","Donald J. Trump",87256412
"2020-10-13 04:26:49",1315871589129498625,"I keep reading Fake News stories that my campaign is running low on money. Not true, &amp; if it were so, I would put u… https://t.co/FtDxvHnTqs",26284,118869,"None","None","Donald J. Trump",87256412
"2020-10-13 04:13:17",1315868183459508226,"Great Florida Rally tonight. Big crowd, lot of enthusiasm (you win races with enthusiasm). Just got back. Tomorrow… https://t.co/gcaNdCujsn",27239,141765,"None","None","Donald J. Trump",87256412
"2020-10-13 02:08:35",1315836801354027008,"WH Physician: Donald Trump Now Testing Negative for Coronavirus https://t.co/OR5PL893UO via @BreitbartNews",15365,63821,"None","None","Donald J. Trump",87256412
"2020-10-13 02:03:38",1315835556081868801,"https://t.co/TNBaLBfHwZ",15784,48553,"None","None","Donald J. Trump",87256412
"2020-10-13 02:01:48",1315835095148908545,"Charles Hurt: The Democrats Have Wanted to Destroy the Court for Decades https://t.co/C9KjZnYNg6 via @BreitbartNews VOTE TRUMP!",10903,41220,"None","None","Donald J. Trump",87256412
"2020-10-13 01:55:38",1315833544581799936,"READ: Left-wing Radicals Post Online Guide to ‘Disrupting‘ the Country if Election is Close https://t.co/cBqmI2Fudi… https://t.co/HrrQCVsdVr",19094,47387,"None","None","Donald J. Trump",87256412
"2020-10-13 00:38:00",1315814006599237632,"FLORIDA! Send in your absentee ballot if you have requested one. In-person Early Voting begins next week—so get you… https://t.co/49cNu5KKQn",19342,72513,"None","None","Donald J. Trump",87256412
"2020-10-13 00:27:45",1315811428146634755,"I did more in 47 months than Biden did in 47 years. Now, he is pushing the most far-left agenda ever put forward by… https://t.co/vF7EXj0bgO",15186,59018,"None","None","Donald J. Trump",87256412
"2020-10-13 00:25:31",1315810865216581632,"Biden refuses to answer questions on packing the Supreme Court. He says voters “don’t deserve” to know. If they win… https://t.co/h1u6SZzJWR",12608,43522,"None","None","Donald J. Trump",87256412
"2020-10-13 00:21:05",1315809747677843456,"Joe Biden’s agenda would be a catastrophe for Florida Seniors. For years, Biden tried to cut Social Security and Me… https://t.co/qEMG03TJkF",12423,42226,"None","None","Donald J. Trump",87256412
"2020-10-13 00:14:59",1315808215435636737,"It was great to be back in my home state of FLORIDA to make my official return to the campaign trail. I am energize… https://t.co/4churekjSk",19533,78234,"None","None","Donald J. Trump",87256412
"2020-10-13 00:13:05",1315807738153193472,"https://t.co/uMa2jU8inP",11538,45597,"None","None","Donald J. Trump",87256412
"2020-10-12 22:32:41",1315782471783383040,"Getting ready to land in Florida. BIG CROWD! Live on various networks: @OANN, @cspan, @newsmax and others!!!",13127,69963,"None","None","Donald J. Trump",87256412
"2020-10-12 22:30:10",1315781835515817984,".@FoxNews allows more negative ads on me than practically all of the other networks combined. Not like the old days… https://t.co/wQTVaYxY8T",18995,86794,"None","None","Donald J. Trump",87256412
"2020-10-12 22:22:39",1315779944002199552,"“I’m running as a proud Democrat, for the Senate”. Sleepy Joe Biden today. It’s only going to get worse. It is not… https://t.co/r5zE9jbX0Y",34954,148696,"None","None","Donald J. Trump",87256412
"2020-10-12 22:18:01",1315778779097100289,"Biden losing big in Florida. Only Fake Polls show otherwise! Bad for Healthcare. Thinks he’s running for the Senate… https://t.co/x9I2ZHEIX8",25064,108645,"None","None","Donald J. Trump",87256412
"2020-10-12 22:04:48",1315775454557532160,"Happy National Farmers Day! https://t.co/2Q8dbu5UyO",12867,59639,"None","None","Donald J. Trump",87256412
"2020-10-12 21:42:40",1315769883318124544,"The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. T… https://t.co/tyRbNNIAAk",76682,242230,"None","None","Donald J. Trump",87256412
"2020-10-12 21:14:46",1315762862640439296,"Republicans should be strongly focused on completing a wonderful stimulus package for the American People!",22333,111032,"None","None","Donald J. Trump",87256412
"2020-10-12 21:11:04",1315761931303624704,"What’s going on, almost nobody is showing up for Sleepy Joe rallies!",34888,208906,"None","None","Donald J. Trump",87256412
"2020-10-12 21:10:29",1315761783177576450,"Sleepy Joe Biden had a particularly bad day today. He couldn’t remember the name of Mitt Romney, said again he was… https://t.co/D5CRxvhR9i",45540,169509,"None","None","Donald J. Trump",87256412
"2020-10-12 20:33:06",1315752374137479174,"He should sue the women, and all of those who illegally worked with them, for false and disgusting accusations!!! https://t.co/ocdEeIFxeF",14233,52738,"None","None","Donald J. Trump",87256412
"2020-10-12 20:24:48",1315750286250704896,"Cuomo Dodges on Whether Sending COVID Patients into Nursing Homes Was a Mistake https://t.co/okkpcFyO3n via… https://t.co/bz0Zx0AJgP",15750,45646,"None","None","Donald J. Trump",87256412
"2020-10-12 20:22:26",1315749690428796928,"https://t.co/ZHDJevNtrd https://t.co/Elask8e0XS",16092,59740,"None","None","Donald J. Trump",87256412
"2020-10-12 20:16:37",1315748228462243848,"Leaving now for Florida Rally. Big crowds!",23198,168122,"None","None","Donald J. Trump",87256412
"2020-10-12 20:14:19",1315747649681870849,"Viewership for NBA Finals Finale Crash Nearly 70%, Beaten by Random Sunday Night Football Game… https://t.co/X1v1hqFUk6",14362,60098,"None","None","Donald J. Trump",87256412
"2020-10-12 20:08:28",1315746176021528577,"Joe Biden has let the Unions down — always has, always will! https://t.co/XIEd0dSEvA",13680,49870,"None","None","Donald J. Trump",87256412
"2020-10-12 20:01:32",1315744432042528769,"307,000 Veterans Died waiting for Healthcare at the V.A. During Sleepy Joe Biden’s Watch. 800,000 Records Stalled!… https://t.co/5zDGAepk6I",23529,77929,"None","None","Donald J. Trump",87256412
"2020-10-12 19:51:55",1315742009760657408,"Heading to the Greatest Economy Of All Time!!!  VOTE",22121,118944,"None","None","Donald J. Trump",87256412
"2020-10-12 19:50:46",1315741721142140929,"So Biden is coughing and hacking and playing “fingers” with his mask, all over the place, and the Fake News doesn’t… https://t.co/sRmIOYUTFQ",32838,134655,"None","None","Donald J. Trump",87256412
"2020-10-12 19:26:13",1315735543003721729,"Almost nobody showed up to the Sleepy Joe Biden “Rally” in Ohio. The reporting and polls are a Media Con Job - Fake… https://t.co/Y2uJkqyjWt",25908,109569,"None","None","Donald J. Trump",87256412
"2020-10-12 19:21:19",1315734310868201474,"RT @WhiteHouse: President @realDonaldTrump's action on critical minerals builds on his commitment to reduce our reliance on foreign imports…",8170,0,"None","None","Donald J. Trump",87256412
"2020-10-12 19:16:52",1315733191664242691,"RT @GOPChairwoman: .@realDonaldTrump delivers for all Americans! https://t.co/AwUaHDyDYS",8032,0,"None","None","Donald J. Trump",87256412
"2020-10-12 19:15:43",1315732900353060865,"RT @IvankaTrump: Under President Trump’s leadership, Arizona is leading the Great American Comeback for the country. 🇺🇸

Great being back i…",13429,0,"None","None","Donald J. Trump",87256412
